headline,url,time,summary,tags
市场监管总局出台37条重点举措，支持民营企业发展,https://news.sina.com.cn/c/2025-04-14/doc-inetcywq8605232.shtml,2025-04-14 21:55:00,近日，市场监管总局印发《贯彻落实民营企业座谈会精神重点举措清单》（以下简称《清单》），提出37条重点举措。在破除壁垒、推动公平竞争方面，要推动实施《公平竞争审查,
中国籍“钢铁大王”在菲律宾遭撕票，疑似嫌犯已锁定，亲属发声：希望还他公道,https://news.sina.com.cn/c/2025-04-14/doc-inetcywq8599608.shtml,2025-04-14 20:49:00,新京报报道，近日，据菲律宾媒体消息，经菲警方调查，初步锁定疑似涉嫌绑架中国籍商人郭从愿的嫌犯。郭从愿的亲属称，希望还他一个公道。,"菲律宾,大王"
今年国科大招生范围扩大，首次在河北等7省份招本科生,https://news.sina.com.cn/c/2025-04-14/doc-inetcywm4802646.shtml,2025-04-14 20:48:00,4月14日，澎湃新闻从中国科学院大学（以下简称“国科大”）获悉，2025年国科大招生范围扩大，在北京、江苏、浙江、山东、陕西、四川、河南、湖南、云南、辽宁、湖北、福建...,"国科大,科研,本科生"
心相近｜“中越友好的根基在人民”——习近平主席引领推动中越传统友谊恒久常新,https://news.sina.com.cn/c/xl/2025-04-14/doc-inetcywq8580624.shtml,2025-04-14 20:38:00,4月的越南首都河内，春意正浓。走进象征两国友好的越中友谊宫，一株新栽种的树正蓬勃生长，树前石碑上写着“越中人文交流树，越共中央总书记苏林种植于2025年3月20日”。,
中国籍“钢铁大王”在菲律宾遭撕票，疑似嫌犯已锁定，亲属发声：希望还他公道,https://news.sina.com.cn/c/2025-04-14/doc-inetcywn9143428.shtml,2025-04-14 20:24:00,新京报报道，近日，据菲律宾媒体消息，经菲警方调查，初步锁定疑似涉嫌绑架中国籍商人郭从愿的嫌犯。郭从愿的亲属称，希望还他一个公道。郭从愿的亲属称，大家都沉浸在悲痛,
十大重点任务！12部门发文促“健康消费”,https://news.sina.com.cn/o/2025-04-14/doc-inetcuqq9272843.shtml,2025-04-14 20:24:00,2024年中国大健康产业总收入规模已接近9万亿元。根据《“健康中国2030”规划纲要》提出的目标，2030年我国健康服务业总规模将达到16万亿元。,方案
何同学拒给好评惹争议背后：好评“困住”多少人,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqq9272827.shtml,2025-04-14 20:23:00,4月11日，互联网博主 @老师好我叫何同学 （以下简称何同学）在社交媒体分享自己处理网约车司机索要好评的经历引发争议。他提到，过去面对司机的好评请求会口头答应但事后遗...,顾客
拼多多“千亿扶持”加速商家掘金西部市场,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqs8708703.shtml,2025-04-14 20:22:00,这个春季，蓝莓盆栽成了“城市农夫”的顶流“蓝朋友”。“在南方卖得好不是新闻，有意思的是，西北用户也喜爱有加。”园艺商家冯威原以为西北人的种菜天赋至少要发挥在自家宽敞的...,"拼多多,宁夏,掘金"
景德镇一家三口被撞身亡，肇事者两次猛踩油门,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqs8701341.shtml,2025-04-14 19:51:00,来源：中国新闻周刊 4月15日，江西景德镇“一家三口被撞身亡案”将在景德镇市中级人民法院一审开庭，廖某某因涉嫌危险方法危害公共安全罪被起诉。,
“租机贷”变“高利贷”，到手18万需还41万，央视曝光手机租赁乱象,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqq9262699.shtml,2025-04-14 19:43:00,红星资本局4月14日消息，据总台《财经调查》栏目调查，一家入驻人人租的商家透露，所谓的租赁，其实就是消费者在分期购买手机，利润高，收益颇丰。,"高利贷,曝光,央视"
现金流指数基金成新风口，公募扎堆布局催生哪些隐忧,https://news.sina.com.cn/o/2025-04-14/doc-inetcuqs8691565.shtml,2025-04-14 19:27:00,ETF市场4万亿临界点背后的结构性矛盾 在ETF规模逼近4万亿元大关之际，公募基金再度掀起细分赛道争夺战。今年以来，聚焦企业经营质量的现金流相关指数基金异军突起...,
越共中央总书记苏林为习近平举行欢迎仪式,https://news.sina.com.cn/c/xl/2025-04-14/doc-inetcywn9144615.shtml,2025-04-14 19:15:00,4月14日，中共中央总书记、国家主席习近平抵达河内对越南进行国事访问。当日下午，越共中央总书记苏林为习近平举行隆重欢迎仪式。,
越共中央总书记苏林为习近平举行欢迎仪式,https://news.sina.com.cn/c/xl/2025-04-14/doc-inetcuqq9254037.shtml,2025-04-14 19:15:00,4月14日，中共中央总书记、国家主席习近平抵达河内对越南进行国事访问。当日下午，越共中央总书记苏林为习近平举行隆重欢迎仪式。,"习近平,苏林,越共中央总书记"
商家招牌禁用“红蓝”，城市治理不能如此要“面子”,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqq9255150.shtml,2025-04-14 19:08:00,近日，关于河北省三河市商户被要求禁用“红蓝”招牌的报道，引发关注。多条街道的商户表示，接到城管部门“整改”通知，有的招牌由相关部门工作人员上门拆除，有的商户自主,
《国家标准化指导性技术文件管理规定》 公布实施,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqs8693700.shtml,2025-04-14 19:01:00,来源：央视网央视网消息：据市场监管总局网站消息，4月7日，国家标准化管理委员会修订公布《国家标准化指导性技术文件管理规定》（以下简称《管理规定》），即日起施行。,管理规定
江西修水两死命案受害者亲属：小侄女睡觉时被妈妈叫醒躲过一劫,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqm8154774.shtml,2025-04-14 18:45:00,【#夫妇遇害前叫醒熟睡两女儿躲过一劫#】#男子杀情人及其丈夫案进展#4月14日，记者从受害者亲属处获悉，江西修水警方已对两名死者进行尸检，4月9日，修水一民房发,
强风、沙尘等天气将结束 南方开启大规模入夏,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqq9239954.shtml,2025-04-14 18:34:00,前几天的天气简直乱成了一锅粥。同期少见的强风、穿透到海南岛的沙尘、暴雪和暴雨同框，这些天气将春天多变、复杂的气候展现了个淋漓尽致。,"沙尘,阵风,大风"
二十届中央第四轮巡视完成反馈,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqs8671165.shtml,2025-04-14 18:30:00,根据党中央部署，二十届中央第四轮巡视反馈工作近日全部完成。本轮巡视反馈采取集中反馈和巡视组“一对一”反馈相结合的方式进行。,党中央
“三河强换商户招牌”报告将出，廊坊市营商办：一周前曾发函要求当地政府纠正,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqm8150727.shtml,2025-04-14 18:27:00,大河报·豫视频记者刘永恒近日，河北廊坊三河市商户被要求禁用“红蓝黑”三色招牌一事持续发酵。4月14日，大河报《看见》记者从廊坊市优化营商环境领导小组办公室获悉，,
“梁老师家暴”冲上热搜！本人道歉！,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqm8121057.shtml,2025-04-14 18:12:00,4月14日，说唱圈知名艺人何美延通过社交媒体公开指控其丈夫Tsong梁老师存在家暴、孕期聊骚以及对她羞辱等行为，并晒出自己受伤的照片，引发社会关注。,何美延
大风蓝色预警：新疆、内蒙古等地有5～7级大风,https://news.sina.com.cn/c/2025-04-14/doc-inetcuqq9241324.shtml,2025-04-14 18:04:00,来源：央视网央视网消息：中央气象台4月14日18时发布大风蓝色预警，预计，4月14日20时至15日20时，新疆北部、内蒙古中西部、甘肃河西、宁夏北部等地有5～7级大风...,"大风,新疆,内蒙古"
曝哪吒汽车经销商桐乡喊话方运舟，原CEO张勇回应“已在英国”消息,https://news.sina.com.cn/c/2025-04-14/doc-inetcqhs9355005.shtml,2025-04-14 17:54:00,红星资本局4月14日消息，近日，有网传视频显示哪吒汽车经销商在哪吒桐乡工厂门前，要求哪吒汽车给出一个交代，称“请方运舟董事长正面作出回应”。,"桐乡,债转股,方运舟"
我国北部和东部海域将有6~8级大风,https://news.sina.com.cn/c/2025-04-14/doc-inetcqhs9350628.shtml,2025-04-14 17:48:00,来源：央视网央视网消息：4月14日，中央气象台发布海洋天气公报。一、近海海域天气实况 4月14日02时至14时，渤海、渤海海峡出现了6~7级、阵风8级的西北风...,"阵风,黄海"
“压力下展现了较强韧性”，我国一季度出口规模突破6万亿元,https://news.sina.com.cn/c/2025-04-14/doc-inetcqhp8242180.shtml,2025-04-14 17:42:00,今年一季度我国货物贸易进出口10.3万亿元，同比（下同）增长1.3%。 面对当前复杂严峻的外部形势，我国一季度外贸交出超预期答卷。,"东盟,进出口"
产业助力乡村振兴，发展促进民族团结 | 看内蒙古如何让各民族携手奔向现代化,https://news.sina.com.cn/c/2025-04-15/doc-inetfaka8055399.shtml,2025-04-14 17:29:00,近年来，内蒙古自治区深入学习贯彻习近平总书记关于加强和改进民族工作的重要思想和对内蒙古的重要指示精神，聚焦铸牢中华民族共同体意识工作主线...,
中国电子“一把手”调整,https://news.sina.com.cn/c/2025-04-14/doc-inetcqhp8235787.shtml,2025-04-14 17:23:00,中国电子信息产业集团有限公司网站“集团领导”一栏最新显示，李立功已任中国电子信息产业集团有限公司党组书记、董事长。李立功（资料图）据介绍，李立功，男，汉族，19,
学习问答·加强党的作风建设⑥“四风”是指哪“四风”？具体表现是什么？,https://news.sina.com.cn/c/2025-04-14/doc-inetcqhr5009529.shtml,2025-04-14 17:18:00,来源：中央纪委国家监委网站,"作风建设,中央纪委"
分红潮持续升温！沪深300股息率突破3.5% 升至20年来高位,https://news.sina.com.cn/c/2025-04-14/doc-inetcqhp8229287.shtml,2025-04-14 17:08:00,财联社4月14日电，近年来，A股上市公司持续加大分红规模，作为市场核心基准指数的沪深300股息率也不断提升。据财联社统计，沪深300目前股息率已超3.5%，并升,
拼多多等27只中概股有望回流香港，市值超万亿,https://news.sina.com.cn/c/2025-04-14/doc-inetcqhs9328006.shtml,2025-04-14 17:01:00,中美关税战下，在美上市的中概股可能存在被摘牌的风险。中国香港市场成为中概股回流的主要市场。哪些中概股有望回港上市？这成为投资者关注的一大话题。,"中概股,香港,中美"
美国滥施关税伤害自身，要谈判须拿出诚意,https://news.sina.com.cn/c/2025-04-14/doc-inetcqhs9323518.shtml,2025-04-14 16:48:00,来源：央视网 美东时间4月12日，美方公布相关备忘录，豁免计算机、智能手机、半导体制造设备、集成电路等部分产品的“对等”关税。,"关税,中国,美国"
不予理会不是不反制更不是示弱 中方需要看到美方实实在在的行动才谈,https://news.sina.com.cn/c/2025-04-14/doc-inetcqhs9321177.shtml,2025-04-14 16:46:00,【#不予理会不是不反制更不是示弱#】#中方需要看到美方实实在在的行动才谈#美东时间4月12日，美方宣布，豁免计算机、智能手机、半导体制造设备、集成电路等部分产品,
